review,rating,date,bank,source,sentiment_label,sentiment_score,theme
it is the best,5,2025-10-11,Dashen,Google Play,POSITIVE,0.9998602867126464,Feature Requests
nice and best,5,2025-10-10,Dashen,Google Play,POSITIVE,0.9998648166656494,Account Access Issues
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen,Google Play,NEGATIVE,0.9998096823692322,Customer Support
hayelu Beranu Bashre,5,2025-10-07,Dashen,Google Play,POSITIVE,0.940301239490509,Account Access Issues
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen,Google Play,NEGATIVE,0.988503396511078,User Interface & Experience
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen,Google Play,NEGATIVE,0.9973627924919128,Customer Support
perfect,5,2025-10-06,Dashen,Google Play,POSITIVE,0.9998517036437988,Account Access Issues
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen,Google Play,NEGATIVE,0.7281894683837891,Feature Requests
wow,5,2025-10-04,Dashen,Google Play,POSITIVE,0.999592125415802,Transaction Performance
tadesa melka tulluu,1,2025-10-04,Dashen,Google Play,NEGATIVE,0.9457598328590392,Account Access Issues
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen,Google Play,NEGATIVE,0.9991094470024108,Customer Support
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen,Google Play,NEGATIVE,0.9987977743148804,Account Access Issues
withdraw,1,2025-10-02,Dashen,Google Play,NEGATIVE,0.99894779920578,Feature Requests
It takes gazillion years to open 😶,3,2025-10-02,Dashen,Google Play,NEGATIVE,0.9909953474998474,Account Access Issues
this app is outstanding,5,2025-10-01,Dashen,Google Play,POSITIVE,0.9998713731765748,Feature Requests
totally bad,1,2025-10-01,Dashen,Google Play,NEGATIVE,0.9997747540473938,User Interface & Experience
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen,Google Play,NEGATIVE,0.9886035919189452,Customer Support
nice app,5,2025-09-30,Dashen,Google Play,POSITIVE,0.9998061060905457,Account Access Issues
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
it fast service,5,2025-09-29,Dashen,Google Play,POSITIVE,0.999433696269989,Feature Requests
"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Dashen,Google Play,POSITIVE,0.9994186162948608,Customer Support
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen,Google Play,NEGATIVE,0.9984353184700012,Customer Support
I love it 👍,5,2025-09-28,Dashen,Google Play,POSITIVE,0.9998791217803956,Customer Support
Best,5,2025-09-28,Dashen,Google Play,POSITIVE,0.9997941851615906,Feature Requests
gooe,5,2025-09-28,Dashen,Google Play,NEGATIVE,0.9992986917495728,Account Access Issues
Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen,Google Play,POSITIVE,0.9997637867927552,Feature Requests
cool app,5,2025-09-27,Dashen,Google Play,POSITIVE,0.999824583530426,User Interface & Experience
App That makes cashless society in our century and Easy to use.,5,2025-09-27,Dashen,Google Play,POSITIVE,0.99612158536911,Customer Support
tadass,1,2025-09-27,Dashen,Google Play,NEGATIVE,0.9969047904014589,Account Access Issues
ሙሃጂራ,1,2025-09-27,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
It is an amazing app and all in one,5,2025-09-27,Dashen,Google Play,POSITIVE,0.9998719692230223,User Interface & Experience
i dont like it,1,2025-09-27,Dashen,Google Play,NEGATIVE,0.9909656047821044,Account Access Issues
Dashen is the Future,5,2025-09-27,Dashen,Google Play,POSITIVE,0.9976993203163148,Transaction Performance
the best version in 🇪🇹,5,2025-09-27,Dashen,Google Play,POSITIVE,0.999782145023346,Transaction Performance
excellent,5,2025-09-26,Dashen,Google Play,POSITIVE,0.9998434782028198,Feature Requests
"its amazing app, visually stunning",5,2025-09-26,Dashen,Google Play,POSITIVE,0.9998769760131836,User Interface & Experience
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen,Google Play,NEGATIVE,0.9995762705802916,Customer Support
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen,Google Play,POSITIVE,0.9998315572738647,Feature Requests
I love the new user interface,5,2025-09-26,Dashen,Google Play,POSITIVE,0.9998557567596436,Feature Requests
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen,Google Play,POSITIVE,0.9998669624328612,Feature Requests
👌👌,5,2025-09-26,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,Google Play,NEGATIVE,0.9990849494934082,Customer Support
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen,Google Play,POSITIVE,0.9997037053108216,User Interface & Experience
it can't do without data or wifi,1,2025-09-26,Dashen,Google Play,NEGATIVE,0.8546764254570007,Customer Support
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen,Google Play,POSITIVE,0.9996398687362672,Feature Requests
So nice !,5,2025-09-26,Dashen,Google Play,POSITIVE,0.9998644590377808,Account Access Issues
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play,NEGATIVE,0.9996622800827026,User Interface & Experience
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen,Google Play,POSITIVE,0.9998483657836914,Feature Requests
excellent UI improvement 💯💯,5,2025-09-24,Dashen,Google Play,POSITIVE,0.9994623064994812,Feature Requests
one of the best app in Ethiopia .,5,2025-09-24,Dashen,Google Play,POSITIVE,0.999811589717865,Feature Requests
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen,Google Play,NEGATIVE,0.9683175086975098,Transaction Performance
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen,Google Play,NEGATIVE,0.9998214840888976,Customer Support
safe and secure,3,2025-09-18,Dashen,Google Play,POSITIVE,0.9998433589935304,Customer Support
በጣም ምቹ ነው,4,2025-09-15,Dashen,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,Google Play,NEGATIVE,0.9993507266044616,Customer Support
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play,NEGATIVE,0.9945451021194458,Customer Support
ዳሺባክ,5,2025-09-11,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
total,5,2025-09-11,Dashen,Google Play,POSITIVE,0.9983637928962708,Customer Support
dashen super app is the best,5,2025-09-10,Dashen,Google Play,POSITIVE,0.9998204112052916,Feature Requests
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen,Google Play,NEGATIVE,0.9952489733695984,Feature Requests
not werke,2,2025-09-08,Dashen,Google Play,NEGATIVE,0.9970670342445374,Account Access Issues
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play,NEGATIVE,0.9998086094856262,Feature Requests
simple and easy to use,5,2025-09-08,Dashen,Google Play,POSITIVE,0.9997318387031556,User Interface & Experience
meke,4,2025-09-07,Dashen,Google Play,POSITIVE,0.9576797485351562,Account Access Issues
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play,NEGATIVE,0.9997312426567078,Customer Support
bad specialy at weekends,1,2025-09-07,Dashen,Google Play,NEGATIVE,0.999614953994751,Customer Support
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,NEGATIVE,0.9967774748802184,Feature Requests
It is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play,NEGATIVE,0.970344603061676,User Interface & Experience
very slow,3,2025-09-06,Dashen,Google Play,NEGATIVE,0.9997065663337708,Feature Requests
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play,NEGATIVE,0.9970771074295044,Customer Support
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play,NEGATIVE,0.974568247795105,Account Access Issues
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play,POSITIVE,0.9979987740516664,Feature Requests
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play,NEGATIVE,0.999657154083252,User Interface & Experience
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play,NEGATIVE,0.9980061650276184,Customer Support
great 👍,5,2025-09-02,Dashen,Google Play,POSITIVE,0.9997692704200744,Customer Support
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen,Google Play,NEGATIVE,0.9998026490211488,Customer Support
dashin bank,5,2025-08-30,Dashen,Google Play,POSITIVE,0.9924732446670532,User Interface & Experience
muhaammad bakko,5,2025-08-30,Dashen,Google Play,NEGATIVE,0.932232677936554,Account Access Issues
goog,5,2025-08-29,Dashen,Google Play,NEGATIVE,0.9989757537841796,Account Access Issues
un functional app,1,2025-08-29,Dashen,Google Play,NEGATIVE,0.998763918876648,Customer Support
trnes far,5,2025-08-27,Dashen,Google Play,NEGATIVE,0.604229211807251,Feature Requests
shimalis,4,2025-08-25,Dashen,Google Play,POSITIVE,0.9664985537528992,Account Access Issues
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen,Google Play,NEGATIVE,0.9366679191589355,Account Access Issues
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play,POSITIVE,0.9998231530189514,Feature Requests
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen,Google Play,POSITIVE,0.9998637437820436,Feature Requests
very nice app,5,2025-08-23,Dashen,Google Play,POSITIVE,0.9998562335968018,Account Access Issues
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,Google Play,NEGATIVE,0.9997205138206482,Transaction Performance
seche,1,2025-08-22,Dashen,Google Play,POSITIVE,0.9675268530845642,Account Access Issues
very fast bank,5,2025-08-22,Dashen,Google Play,POSITIVE,0.9985563158988952,User Interface & Experience
good and well,5,2025-08-22,Dashen,Google Play,POSITIVE,0.9998481273651124,User Interface & Experience
what a bank it is,5,2025-08-22,Dashen,Google Play,POSITIVE,0.9696678519248962,Feature Requests
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play,POSITIVE,0.9990369081497192,Feature Requests
nic,5,2025-08-20,Dashen,Google Play,POSITIVE,0.9977141618728638,Feature Requests
easy to use and the best one,5,2025-08-17,Dashen,Google Play,POSITIVE,0.9998494386672974,User Interface & Experience
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play,NEGATIVE,0.9997392296791076,Transaction Performance
very good app,5,2025-08-16,Dashen,Google Play,POSITIVE,0.9998675584793092,Transaction Performance
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen,Google Play,NEGATIVE,0.999725878238678,Customer Support
አሪፍ,5,2025-08-15,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
best but USSD is necessary,5,2025-08-15,Dashen,Google Play,POSITIVE,0.6782341003417969,Feature Requests
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen,Google Play,POSITIVE,0.9985429048538208,Feature Requests
still it's essay for user,4,2025-08-15,Dashen,Google Play,NEGATIVE,0.8707893490791321,Customer Support
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen,Google Play,NEGATIVE,0.995208203792572,Customer Support
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,Google Play,NEGATIVE,0.9996106028556824,Customer Support
"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,Google Play,NEGATIVE,0.9990180730819702,Feature Requests
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,Google Play,NEGATIVE,0.9200406670570374,Account Access Issues
በጣም ችግር አለበት,1,2025-08-14,Dashen,Google Play,NEGATIVE,0.8337252736091614,Customer Support
great 👍 app,5,2025-08-13,Dashen,Google Play,POSITIVE,0.9995050430297852,Customer Support
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play,NEGATIVE,0.9997575879096984,Transaction Performance
very poor and time taking to use,1,2025-08-13,Dashen,Google Play,NEGATIVE,0.9997921586036682,Customer Support
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Dashen,Google Play,POSITIVE,0.9996755123138428,Feature Requests
the new version is so good I like it,5,2025-08-13,Dashen,Google Play,POSITIVE,0.9998716115951538,Transaction Performance
good job my dashen super app,5,2025-08-12,Dashen,Google Play,POSITIVE,0.999669313430786,Feature Requests
Some connection issues,3,2025-08-12,Dashen,Google Play,NEGATIVE,0.9717355370521544,Customer Support
verry slow app 🤢,1,2025-08-12,Dashen,Google Play,NEGATIVE,0.9986931681632996,Feature Requests
best bauget app,5,2025-08-12,Dashen,Google Play,POSITIVE,0.998792290687561,Feature Requests
its good but he said uptede me 😠🤕,2,2025-08-12,Dashen,Google Play,POSITIVE,0.9973610043525696,User Interface & Experience
network issue,1,2025-08-12,Dashen,Google Play,NEGATIVE,0.9874956011772156,User Interface & Experience
እንጠቀምበት,5,2025-08-12,Dashen,Google Play,NEGATIVE,0.6970565915107727,User Interface & Experience
fast and easy to use great App.,5,2025-08-12,Dashen,Google Play,POSITIVE,0.9997286200523376,User Interface & Experience
Best Performing and Fast Financial app,5,2025-08-12,Dashen,Google Play,POSITIVE,0.999755084514618,Feature Requests
well done keep it up,5,2025-08-12,Dashen,Google Play,POSITIVE,0.9996840953826904,Account Access Issues
good but it takes forever to load,3,2025-08-12,Dashen,Google Play,NEGATIVE,0.9274645447731018,User Interface & Experience
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12,Dashen,Google Play,NEGATIVE,0.8449763059616089,Customer Support
my favorite 💗💗💗,5,2025-08-11,Dashen,Google Play,POSITIVE,0.9974082112312316,Account Access Issues
Good app,5,2025-08-11,Dashen,Google Play,POSITIVE,0.9998493194580078,Transaction Performance
"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,Google Play,NEGATIVE,0.9998206496238708,Customer Support
"improve the app, please. it is not working. It says response timeout",1,2025-08-10,Dashen,Google Play,NEGATIVE,0.9996850490570068,Transaction Performance
modern perfect app interface with the best banking tools 👏,5,2025-08-09,Dashen,Google Play,POSITIVE,0.9996292591094972,Feature Requests
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play,NEGATIVE,0.9994574189186096,Customer Support
"poor, glitch stack",1,2025-08-07,Dashen,Google Play,NEGATIVE,0.999816119670868,Feature Requests
slowest banking app ever used,3,2025-08-07,Dashen,Google Play,NEGATIVE,0.998941957950592,Feature Requests
Good 👍,5,2025-08-05,Dashen,Google Play,POSITIVE,0.9998576641082764,User Interface & Experience
Dashen Bank super app is the best app,5,2025-08-05,Dashen,Google Play,POSITIVE,0.9998195767402648,Feature Requests
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,Dashen,Google Play,NEGATIVE,0.9994837045669556,Feature Requests
sometimes is not working to be honest,1,2025-08-01,Dashen,Google Play,NEGATIVE,0.9997746348381042,Feature Requests
Why isn't this app working?,5,2025-07-29,Dashen,Google Play,NEGATIVE,0.9989972710609436,Account Access Issues
network error,5,2025-07-29,Dashen,Google Play,NEGATIVE,0.999686360359192,Customer Support
fast,5,2025-07-29,Dashen,Google Play,POSITIVE,0.9989494681358336,User Interface & Experience
100 good,5,2025-07-29,Dashen,Google Play,POSITIVE,0.999860405921936,Feature Requests
It stop working most of the time.,2,2025-07-28,Dashen,Google Play,NEGATIVE,0.999619722366333,Customer Support
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,Google Play,NEGATIVE,0.9924798011779784,Customer Support
Best app,5,2025-07-25,Dashen,Google Play,POSITIVE,0.999686598777771,Feature Requests
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,Dashen,Google Play,POSITIVE,0.999858856201172,Feature Requests
amazing product,5,2025-07-23,Dashen,Google Play,POSITIVE,0.9998769760131836,Feature Requests
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,Google Play,NEGATIVE,0.9994491934776306,Feature Requests
like it,5,2025-07-22,Dashen,Google Play,POSITIVE,0.9997184872627258,Customer Support
Great always one step ahead and most reliable bank,5,2025-07-22,Dashen,Google Play,POSITIVE,0.9998666048049928,Feature Requests
u need to start cash out service,4,2025-07-22,Dashen,Google Play,NEGATIVE,0.9963886737823486,Transaction Performance
all in one super app,5,2025-07-21,Dashen,Google Play,POSITIVE,0.736153781414032,Transaction Performance
Fayla,5,2025-07-20,Dashen,Google Play,POSITIVE,0.9678626656532288,Account Access Issues
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Dashen,Google Play,POSITIVE,0.9944331049919128,Feature Requests
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,Google Play,NEGATIVE,0.9382806420326232,Feature Requests
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen,Google Play,POSITIVE,0.999806582927704,Feature Requests
good application,5,2025-07-15,Dashen,Google Play,POSITIVE,0.999854564666748,User Interface & Experience
Excellent App ...,5,2025-07-15,Dashen,Google Play,POSITIVE,0.9998494386672974,Feature Requests
the worst app I have ever seen,1,2025-07-14,Dashen,Google Play,NEGATIVE,0.999790370464325,Feature Requests
very good compared to Amole!,5,2025-07-13,Dashen,Google Play,POSITIVE,0.9998546838760376,Feature Requests
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play,NEGATIVE,0.9996408224105836,Customer Support
👍😊😊😊,5,2025-07-12,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Great application,5,2025-07-12,Dashen,Google Play,POSITIVE,0.999858856201172,Customer Support
I am entreated app.,5,2025-07-09,Dashen,Google Play,NEGATIVE,0.9199568629264832,Feature Requests
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Dashen,Google Play,NEGATIVE,0.9998127818107604,User Interface & Experience
best app with best bank,5,2025-07-02,Dashen,Google Play,POSITIVE,0.9995883107185364,Feature Requests
alway slow loading,1,2025-06-30,Dashen,Google Play,NEGATIVE,0.9991027116775512,Account Access Issues
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,Google Play,NEGATIVE,0.9998034834861756,Customer Support
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Dashen,Google Play,POSITIVE,0.9997710585594176,Feature Requests
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen,Google Play,NEGATIVE,0.998045802116394,Transaction Performance
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play,NEGATIVE,0.5572332739830017,Account Access Issues
Super,5,2025-06-21,Dashen,Google Play,POSITIVE,0.998783528804779,Transaction Performance
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play,POSITIVE,0.9981334805488586,User Interface & Experience
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play,NEGATIVE,0.9785792231559752,Customer Support
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play,NEGATIVE,0.9935082197189332,Customer Support
incredible,5,2025-06-14,Dashen,Google Play,POSITIVE,0.99987530708313,Account Access Issues
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Dashen,Google Play,NEGATIVE,0.834911584854126,Feature Requests
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Dashen,Google Play,POSITIVE,0.9996474981307985,Feature Requests
very good .,5,2025-06-09,Dashen,Google Play,POSITIVE,0.9998475313186646,User Interface & Experience
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,NEGATIVE,0.9904449582099916,User Interface & Experience
love,3,2025-06-06,Dashen,Google Play,POSITIVE,0.9998735189437866,Customer Support
መቸሸጠ,5,2025-06-03,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
gadaa,5,2025-06-01,Dashen,Google Play,NEGATIVE,0.7211463451385498,Account Access Issues
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,POSITIVE,0.9646419286727904,Account Access Issues
very good for this app,5,2025-05-31,Dashen,Google Play,POSITIVE,0.9998138546943665,Transaction Performance
top,5,2025-05-31,Dashen,Google Play,POSITIVE,0.9997069239616394,Account Access Issues
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,NEGATIVE,0.999607503414154,Customer Support
Wow,5,2025-05-30,Dashen,Google Play,POSITIVE,0.999592125415802,Transaction Performance
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,POSITIVE,0.998571276664734,Transaction Performance
it too slow,3,2025-05-29,Dashen,Google Play,NEGATIVE,0.9996801614761353,Feature Requests
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
👍👍👍,5,2025-05-28,Dashen,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
nice application,5,2025-05-27,Dashen,Google Play,POSITIVE,0.9998229146003724,User Interface & Experience
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,NEGATIVE,0.9997350573539734,Customer Support
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,POSITIVE,0.999617338180542,Transaction Performance
very useful App,1,2025-05-26,Dashen,Google Play,POSITIVE,0.9995785355567932,Transaction Performance
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,NEGATIVE,0.8351486325263977,Feature Requests
Wawww,5,2025-05-24,Dashen,Google Play,NEGATIVE,0.941803812980652,Account Access Issues
very Nice,5,2025-05-23,Dashen,Google Play,POSITIVE,0.9998563528060912,Account Access Issues
its best,5,2025-05-23,Dashen,Google Play,POSITIVE,0.9998121857643129,Feature Requests
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,NEGATIVE,0.999786913394928,Feature Requests
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,POSITIVE,0.9996517896652222,Feature Requests
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,NEGATIVE,0.9939862489700316,Transaction Performance
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,POSITIVE,0.9998089671134948,Customer Support
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,NEGATIVE,0.9983357787132264,Customer Support
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,NEGATIVE,0.9937525391578674,Feature Requests
wowwwe app,5,2025-05-17,Dashen,Google Play,POSITIVE,0.9829692840576172,Feature Requests
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,NEGATIVE,0.9994332194328308,Account Access Issues
always lagging,1,2025-05-16,Dashen,Google Play,NEGATIVE,0.9998013377189636,Transaction Performance
Amazing Application...,5,2025-05-16,Dashen,Google Play,POSITIVE,0.9998786449432372,User Interface & Experience
Fantastic,5,2025-05-16,Dashen,Google Play,POSITIVE,0.9998743534088136,Customer Support
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,NEGATIVE,0.9976341724395752,Feature Requests
its my choice,5,2025-05-15,Dashen,Google Play,POSITIVE,0.9962010979652404,Account Access Issues
wow apo,5,2025-05-15,Dashen,Google Play,POSITIVE,0.99947851896286,Transaction Performance
awesome app keep going,5,2025-05-14,Dashen,Google Play,POSITIVE,0.9998502731323242,Transaction Performance
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,POSITIVE,0.9992207288742064,Feature Requests
Game changer,5,2025-05-13,Dashen,Google Play,POSITIVE,0.988757073879242,Transaction Performance
Totally amazing,5,2025-05-13,Dashen,Google Play,POSITIVE,0.9998782873153688,User Interface & Experience
super 😎,5,2025-05-13,Dashen,Google Play,POSITIVE,0.9331682920455932,Transaction Performance
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,POSITIVE,0.9990901947021484,Customer Support
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,POSITIVE,0.9997262358665466,Feature Requests
